Archive	ProjectPseudonym	﻿StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	screening-q	consent-read-pis	consent-voluntary	consent-anon-publish	consent-regulatory	consent-institutes	consent-optional	consent-overall	consent-signed	project-name	project-founded	project-urls	project-open-contrib	project-open-contrib_3_TEXT	project-user-count	project-user-count_7_TEXT	project-user-potentl	project-user-potentl_7_TEXT	project-interns	you-github-user	you-email	you-role	leadership-team-size	you-paid	you-paid_5_TEXT	funds-grant-funds	funds-others-pick-up	funds-others-now	funds-others-in-past	future-funding-plans	future-one-year	future-one-year_6_TEXT	future-five-years	future-five-years_6_TEXT	future-cant-maintain	future-cant-maintain_6_TEXT	anything-else	funds-others-in-past - Parent Topics	funds-others-in-past - Topics
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project112	2021-06-12 10:09:25	2021-06-12 10:15:13	IP Address	[Anonymised]	100	347	True	2021-06-12 10:15:15	R_1l3i8F5VqclLbxk					[Anonymised]	[Anonymised]	[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]	[Anonymised]	2003	https://github.com/[Anonymised]/[Anonymised]	Yes		1-10		1-10		0	[Anonymised]	[Anonymised]	maintainer	5	"	Yes, as a staff member with a permanent contract"		No	Yes	0.33	2	No	still active and being maintained/updated, me still contributing		still active and being maintained/updated, me still contributing		My community members would keep this project running.				
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project113	2021-06-15 00:58:31	2021-06-15 01:05:30	IP Address	[Anonymised]	100	419	True	2021-06-15 01:05:30	R_22VA1LCN18Cabtw					[Anonymised]	[Anonymised]	[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]	[Anonymised]	2002	https://github.com/[Anonymised]/[Anonymised]	Yes		1-10		10-20		1	[Anonymised]	[Anonymised]	maintainer	3	"	Yes, as a staff member with a permanent contract"		Yes	Yes	3	8	Yes	still active and being maintained/updated, me still contributing		"	still active and being maintained/updated by my community"		"My community members would keep this project running.,	I would continue to provide updates in my free time"				
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project114	2021-06-15 19:38:30	2021-06-15 19:51:29	IP Address	[Anonymised]	100	778	True	2021-06-15 19:51:29	R_1qUj23veuTsKVH5					[Anonymised]	[Anonymised]	[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]	[Anonymised]	Late 2019	https://github.com/[Anonymised]/[Anonymised]	Yes		1-10		50-100		0	[Anonymised]	[Anonymised]	maintainer	4	"	Yes, as a staff member with a temporary or fixed-term contract"		Yes	No	1	0	Yes	still active and being maintained/updated, me still contributing		still active and being maintained/updated, me still contributing		"My community members would keep this project running.,	I would continue to provide updates in my free time"				
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project115	2021-06-03 09:37:53	2021-06-03 09:39:58	IP Address	[Anonymised]	6	124	False	2021-06-17 09:40:04	R_xxBTV1hvE3GbgjL							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project116	2021-06-03 11:01:29	2021-06-03 11:02:53	IP Address	[Anonymised]	6	84	False	2021-06-17 11:02:53	R_25FrXfS40pmNbH2							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project117	2021-06-03 11:08:14	2021-06-03 11:09:31	IP Address	[Anonymised]	6	76	False	2021-06-17 11:09:33	R_1FZKorcRxO3XZzH							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project118	2021-06-03 14:00:45	2021-06-03 14:03:19	IP Address	[Anonymised]	34	153	False	2021-06-17 14:03:20	R_31aYDurTXbSDQVl							[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]																														
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project119	2021-06-03 14:02:54	2021-06-03 14:05:09	IP Address	[Anonymised]	3	134	False	2021-06-17 14:05:11	R_cw2i1SFVyCS2y5z							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project120	2021-06-03 15:48:13	2021-06-03 15:48:37	IP Address	[Anonymised]	3	23	False	2021-06-17 15:48:39	R_1C1tZKFHCKgmWuE							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project121	2021-06-03 17:57:59	2021-06-03 17:58:14	IP Address	[Anonymised]	3	15	False	2021-06-17 17:58:14	R_1KvuzI3HANnAQhS							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project122	2021-06-03 20:07:43	2021-06-03 20:09:14	IP Address	[Anonymised]	3	90	False	2021-06-17 20:09:15	R_Q5morDxCTznW2id							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project123	2021-06-04 00:54:31	2021-06-04 00:56:01	IP Address	[Anonymised]	3	89	False	2021-06-18 00:56:04	R_sUtLqg8eerU21fX							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project124	2021-06-04 01:03:08	2021-06-04 01:04:16	IP Address	[Anonymised]	6	68	False	2021-06-18 01:04:17	R_1ihfX2NshsQjuJ6							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project125	2021-06-04 01:03:08	2021-06-04 01:04:39	IP Address		3	90	False	2021-06-18 01:04:41	R_RRnD2g0nu03OoyR							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project126	2021-06-04 03:14:44	2021-06-04 03:15:07	IP Address	[Anonymised]	3	22	False	2021-06-18 03:15:07	R_1FaJU8UXPOgbYw8							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project127	2021-06-04 03:48:39	2021-06-04 03:49:19	IP Address	[Anonymised]	3	39	False	2021-06-18 03:49:22	R_DoaodCUfGQqJPwJ							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project128	2021-06-04 03:48:59	2021-06-04 03:50:06	IP Address	[Anonymised]	6	67	False	2021-06-18 03:50:07	R_Rnz6ZIxMrByvmo1							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project129	2021-06-04 04:09:49	2021-06-04 04:13:02	IP Address	[Anonymised]	3	192	False	2021-06-18 04:13:02	R_vwtBvsNEdLnAaQ1							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project130	2021-06-04 05:08:33	2021-06-04 05:10:54	IP Address	[Anonymised]	3	141	False	2021-06-18 05:10:55	R_2ZEJxOtpc31p4wo							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project131	2021-06-04 05:17:52	2021-06-04 06:14:07	IP Address	[Anonymised]	34	3374	False	2021-06-18 06:14:07	R_2fiFPQcAKyEBhqn							[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]																														
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project132	2021-06-21 06:08:39	2021-06-21 06:20:21	IP Address	[Anonymised]	100	702	True	2021-06-21 06:20:22	R_291aEy0flR7skF3					[Anonymised]	[Anonymised]	[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]	[Anonymised]	September 2017	https://github.com/[Anonymised]/[Anonymised]	Yes		Other, please specify	Users: 600+, Contributors: 10-20, Community members: 10-20	Other, please specify	Users: thousands, contributors: 10-20, community members: up to 100	0	[Anonymised]	[Anonymised]	Founder, co-lead	2	"	Yes, as a staff member with a temporary or fixed-term contract"		No	Yes	1, temporarily more (up to 5)	No	No	still active and being maintained/updated, me still contributing		still active and being maintained/updated, me still contributing		My community members would keep this project running.		Project132 isn't *exactly* software, but it's an open source project nevertheless.		
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project133	2021-06-08 17:08:50	2021-06-08 17:09:36	IP Address	[Anonymised]	6	46	False	2021-06-22 17:09:40	R_3EGPYWYtl8veRFs							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project134	2021-06-09 08:05:30	2021-06-09 08:12:40	IP Address	[Anonymised]	6	429	False	2021-06-23 08:12:43	R_2S8nzxzUmkZpygq							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project135	2021-06-10 07:47:16	2021-06-10 08:01:57	IP Address	[Anonymised]	6	880	False	2021-06-24 08:01:58	R_a2EXseyQT8LasM1							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project136	2021-06-09 10:31:04	2021-06-10 09:56:23	IP Address	[Anonymised]	3	84319	False	2021-06-24 09:56:24	R_qJZ75J4A5PRXnIl							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project137	2021-06-10 23:24:37	2021-06-10 23:24:55	IP Address	[Anonymised]	3	17	False	2021-06-24 23:24:57	R_3EGdi62S2w3l6N7							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project138	2021-06-11 03:31:00	2021-06-11 03:33:45	IP Address	[Anonymised]	3	165	False	2021-06-25 03:33:47	R_YVPqE4NUZdYUAhz							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project139	2021-06-11 08:44:01	2021-06-11 08:44:19	IP Address	[Anonymised]	6	18	False	2021-06-25 08:44:19	R_1iaIlQGPOspfepD							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project140	2021-06-11 10:49:05	2021-06-11 10:50:47	IP Address	[Anonymised]	34	102	False	2021-06-25 10:50:49	R_1QEpNKyDZuAqBe1							[Anonymised]	EN	Yes, I lead an open source or open science project	Yes	Yes	Yes	Yes	Yes	Yes	Yes	[Anonymised]																														
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project141	2021-06-11 18:27:09	2021-06-11 18:28:00	IP Address	[Anonymised]	3	50	False	2021-06-25 18:28:01	R_3HobPqIUWrTbQIb							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project142	2021-06-10 07:55:39	2021-06-12 02:38:04	IP Address	[Anonymised]	3	153745	False	2021-06-26 02:38:05	R_3KBYkmYdciP5QlG							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project143	2021-06-14 01:27:50	2021-06-14 01:28:15	IP Address	[Anonymised]	6	24	False	2021-06-28 01:28:15	R_1o7i092pZEHcMO5							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project144	2021-06-14 09:33:49	2021-06-14 09:42:42	IP Address	[Anonymised]	3	532	False	2021-06-28 09:42:46	R_26frLl4InyGLtU3							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project145	2021-06-15 03:57:21	2021-06-15 04:32:21	IP Address	[Anonymised]	6	2099	False	2021-06-29 04:32:26	R_ylM6LfMSzejqlrP							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project146	2021-06-18 00:45:49	2021-06-18 00:48:13	IP Address	[Anonymised]	3	144	False	2021-07-02 00:48:14	R_336YKa3cdC2uT9m							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
Sustainability+of+open+projects_November+4,+2022_04.55.zip	Project147	2021-06-21 21:30:59	2021-06-21 21:31:16	IP Address	[Anonymised]	6	16	False	2021-07-05 21:31:18	R_WoFkKNFUOu490Mp							[Anonymised]	EN	Yes, I lead an open source or open science project																																						
